Term 1,Term 2,Term 3,frequency of trigram,frequency of context (bigram Term1 + Term2),probability of trigram
la,foto,de,1,4,0.25
foto,de,las,1,1,1.0
de,las,listas,1,1,1.0
las,listas,</s>,1,2,0.5
listas,</s>,<s>,1,1,1.0
</s>,<s>,dejen,1,395,0.002531645569620253
<s>,dejen,les,1,1,1.0
dejen,les,reenvio,1,1,1.0
les,reenvio,la,1,1,1.0
reenvio,la,imagen,1,1,1.0
la,imagen,</s>,1,1,1.0
imagen,</s>,<s>,1,1,1.0
<s>,y,tal,1,2,0.5
y,tal,vez,1,1,1.0
tal,vez,la,1,2,0.5
vez,la,catt,1,1,1.0
la,catt,ya,1,1,1.0
catt,ya,no,1,1,1.0
ya,no,tarda,1,5,0.2
no,tarda,en,1,1,1.0
tarda,en,subirlas,1,1,1.0
en,subirlas,</s>,1,1,1.0
subirlas,</s>,<s>,1,1,1.0
</s>,<s>,JAJAJAJA,1,395,0.002531645569620253
<s>,JAJAJAJA,</s>,1,1,1.0
Yo,tambien,por,1,2,0.5
tambien,por,eso,1,1,1.0
por,eso,me,1,1,1.0
eso,me,dije,1,1,1.0
me,dije,que,1,1,1.0
dije,que,es,1,1,1.0
que,es,esto,1,3,0.3333333333333333
es,esto,JAJAJJA,1,1,1.0
esto,JAJAJJA,</s>,1,1,1.0
JAJAJJA,</s>,<s>,1,1,1.0
Y,ya,vi,1,2,0.5
ya,vi,AJAJAJA,1,2,0.5
vi,AJAJAJA,</s>,1,1,1.0
AJAJAJA,</s>,<s>,1,1,1.0
</s>,<s>,Siento,1,395,0.002531645569620253
<s>,Siento,que,1,1,1.0
Siento,que,hasta,1,1,1.0
que,hasta,eso,1,1,1.0
hasta,eso,puede,1,2,0.5
eso,puede,que,1,1,1.0
puede,que,no,1,1,1.0
que,no,estuviera,1,13,0.07692307692307693
no,estuviera,tan,1,1,1.0
estuviera,tan,malo,1,1,1.0
tan,malo,jajaja,1,1,1.0
malo,jajaja,</s>,1,1,1.0
Pues,a,ver,1,2,0.5
a,ver,que,1,2,0.5
ver,que,tal,1,2,0.5
que,tal,esta,1,1,1.0
tal,esta,este,1,1,1.0
esta,este,profe,1,1,1.0
este,profe,JAJAJAA,1,1,1.0
profe,JAJAJAA,</s>,1,1,1.0
JAJAJAA,</s>,<s>,1,1,1.0
<s>,Si,puede,1,69,0.014492753623188406
Si,puede,ser,1,1,1.0
puede,ser,Citlalli,1,3,0.3333333333333333
ser,Citlalli,</s>,1,1,1.0
Holi,chicas,oigan,1,2,0.5
chicas,oigan,que,1,1,1.0
oigan,que,dia,1,1,1.0
que,dia,podriamos,1,1,1.0
dia,podriamos,hacer,1,1,1.0
podriamos,hacer,una,1,1,1.0
hacer,una,llamada,1,1,1.0
una,llamada,para,1,1,1.0
llamada,para,poder,1,1,1.0
para,poder,explicarnos,1,2,0.5
poder,explicarnos,lo,1,1,1.0
explicarnos,lo,que,1,1,1.0
lo,que,llevamos,1,5,0.2
que,llevamos,y,1,1,1.0
llevamos,y,lo,1,1,1.0
y,lo,que,1,1,1.0
lo,que,falta.,1,5,0.2
que,falta.,</s>,1,1,1.0
falta.,</s>,<s>,1,1,1.0
</s>,<s>,Tambien,1,395,0.002531645569620253
<s>,Tambien,para,1,1,1.0
Tambien,para,ir,1,1,1.0
para,ir,viendo,1,1,1.0
ir,viendo,lo,1,1,1.0
viendo,lo,de,1,1,1.0
lo,de,la,1,1,1.0
de,la,cita,1,5,0.2
la,cita,con,1,2,0.5
cita,con,Edgardo,1,1,1.0
con,Edgardo,</s>,1,1,1.0
Edgardo,</s>,<s>,1,1,1.0
Si,Citlalli,sin,1,6,0.16666666666666666
Citlalli,sin,problemas,1,1,1.0
sin,problemas,mañana,1,1,1.0
problemas,mañana,🫶,1,1,1.0
mañana,🫶,</s>,1,1,1.0
<s>,En,la,1,2,0.5
En,la,tarde,1,1,1.0
la,tarde,o,1,2,0.5
tarde,o,en,1,1,1.0
o,en,la,1,1,1.0
en,la,mañana?,1,13,0.07692307692307693
la,mañana?,</s>,1,1,1.0
mañana?,</s>,<s>,1,1,1.0
<s>,Si,por,1,69,0.014492753623188406
Si,por,mi,1,1,1.0
por,mi,esta,1,1,1.0
mi,esta,bien,1,1,1.0
esta,bien,</s>,1,3,0.3333333333333333
bien,</s>,<s>,1,1,1.0
<s>,Mily,</s>,1,2,0.5
Holi,chicas,</s>,1,2,0.5
chicas,</s>,<s>,1,1,1.0
Ya,estamos,listas?,1,2,0.5
estamos,listas?,</s>,1,1,1.0
listas?,</s>,<s>,1,1,1.0
<s>,Va,</s>,1,3,0.3333333333333333
Va,</s>,<s>,1,1,1.0
</s>,<s>,por,1,395,0.002531645569620253
<s>,por,donde,1,1,1.0
por,donde,hacemos,1,1,1.0
donde,hacemos,la,1,1,1.0
hacemos,la,llamada?,1,1,1.0
la,llamada?,</s>,1,1,1.0
llamada?,</s>,<s>,1,1,1.0
</s>,<s>,Diseño,1,395,0.002531645569620253
<s>,Diseño,de,1,1,1.0
Diseño,de,la,1,1,1.0
de,la,red,1,5,0.2
la,red,neuronal,1,1,1.0
red,neuronal,convolucional,1,1,1.0
neuronal,convolucional,</s>,1,1,1.0
convolucional,</s>,<s>,1,1,1.0
</s>,<s>,Compilación,1,395,0.002531645569620253
<s>,Compilación,del,1,1,1.0
Compilación,del,modelo,1,1,1.0
</s>,<s>,entrenamiento,1,395,0.002531645569620253
<s>,entrenamiento,del,1,1,1.0
entrenamiento,del,modelo,1,1,1.0
</s>,<s>,Implementacion,1,395,0.002531645569620253
<s>,Implementacion,del,1,1,1.0
Implementacion,del,front-end,1,1,1.0
del,front-end,</s>,1,1,1.0
front-end,</s>,<s>,1,1,1.0
Si,Citlalli,jajajaajas,1,6,0.16666666666666666
Citlalli,jajajaajas,</s>,1,1,1.0
jajajaajas,</s>,<s>,1,1,1.0
<s>,Se,nos,1,2,0.5
Se,nos,acabo,1,1,1.0
nos,acabo,el,1,1,1.0
acabo,el,tiempo,1,1,1.0
el,tiempo,jajana,1,1,1.0
tiempo,jajana,</s>,1,1,1.0
jajana,</s>,<s>,1,1,1.0
<s>,Yo,también,1,6,0.16666666666666666
Yo,también,Citlalli,1,1,1.0
también,Citlalli,jajaja,1,1,1.0
Citlalli,jajaja,</s>,1,1,1.0
<s>,Pero,bueno,1,13,0.07692307692307693
Pero,bueno,al,1,1,1.0
bueno,al,menos,1,1,1.0
al,menos,si,1,5,0.2
menos,si,vimos,1,1,1.0
si,vimos,todo,1,1,1.0
vimos,todo,jajaja,1,1,1.0
todo,jajaja,</s>,1,1,1.0
Si,Citlalli,</s>,1,6,0.16666666666666666
Si,mily,claro,1,2,0.5
mily,claro,que,1,1,1.0
claro,que,si,1,1,1.0
que,si,</s>,1,9,0.1111111111111111
</s>,<s>,no,1,395,0.002531645569620253
<s>,no,te,1,1,1.0
no,te,preocupes,1,2,0.5
te,preocupes,</s>,1,1,1.0
preocupes,</s>,<s>,1,1,1.0
de,nada,mily,1,4,0.25
nada,mily,</s>,1,1,1.0
mily,</s>,<s>,1,1,1.0
<s>,Si,"Citlalli,",1,69,0.014492753623188406
Si,"Citlalli,",todavia,1,1,1.0
"Citlalli,",todavia,no,1,1,1.0
todavia,no,respnde,1,1,1.0
no,respnde,pipipi,1,1,1.0
respnde,pipipi,</s>,1,1,1.0
<s>,Voy,con,1,3,0.3333333333333333
Voy,con,amigo,1,1,1.0
con,amigo,que,1,1,1.0
amigo,que,también,1,1,1.0
que,también,lo,1,2,0.5
también,lo,tiene,1,1,1.0
lo,tiene,de,1,1,1.0
tiene,de,Seguimiento,1,1,1.0
de,Seguimiento,</s>,1,1,1.0
Seguimiento,</s>,<s>,1,1,1.0
<s>,Y,hoy,1,10,0.1
Y,hoy,me,1,1,1.0
hoy,me,dijo,1,1,1.0
me,dijo,que,1,1,1.0
dijo,que,tampoco,1,1,1.0
que,tampoco,</s>,1,1,1.0
tampoco,</s>,<s>,1,1,1.0
<s>,Si,citlalli,1,69,0.014492753623188406
Si,citlalli,pipipi,1,1,1.0
citlalli,pipipi,</s>,1,1,1.0
<s>,pero,lo,1,3,0.3333333333333333
pero,lo,peor,1,1,1.0
lo,peor,es,1,1,1.0
peor,es,que,1,1,1.0
es,que,el,1,12,0.08333333333333333
que,el,otro,1,1,1.0
el,otro,profe,1,1,1.0
otro,profe,de,1,1,1.0
profe,de,seguimiento,1,1,1.0
de,seguimiento,no,1,3,0.3333333333333333
seguimiento,no,era,1,1,1.0
no,era,que,1,1,1.0
era,que,estuviera,1,1,1.0
que,estuviera,ocupado,1,1,1.0
estuviera,ocupado,</s>,1,1,1.0
</s>,<s>,JAJAJJAJA,1,395,0.002531645569620253
<s>,JAJAJJAJA,</s>,1,1,1.0
JAJAJJAJA,</s>,<s>,1,1,1.0
</s>,<s>,solo,1,395,0.002531645569620253
<s>,solo,no,1,1,1.0
solo,no,queria,1,1,1.0
no,queria,vernos,1,1,1.0
queria,vernos,JAJAJA,1,1,1.0
vernos,JAJAJA,</s>,1,1,1.0
<s>,Holi,"chicas,",1,9,0.1111111111111111
Holi,"chicas,",</s>,1,1,1.0
"chicas,",</s>,<s>,1,1,1.0
</s>,<s>,oye,1,395,0.002531645569620253
<s>,oye,Citlalli,1,1,1.0
oye,Citlalli,tendrás,1,1,1.0
Citlalli,tendrás,todavía,1,1,1.0
tendrás,todavía,la,1,1,1.0
todavía,la,clave,1,1,1.0
la,clave,del,1,1,1.0
clave,del,Google,1,1,1.0
del,Google,maps?,1,1,1.0
Google,maps?,</s>,1,1,1.0
maps?,</s>,<s>,1,1,1.0
</s>,<s>,Pofavo,1,395,0.002531645569620253
<s>,Pofavo,jajaja,1,1,1.0
Pofavo,jajaja,</s>,1,1,1.0
que,si,la,1,9,0.1111111111111111
si,la,ocupo,1,1,1.0
la,ocupo,jaaja,1,1,1.0
ocupo,jaaja,</s>,1,1,1.0
jaaja,</s>,<s>,1,1,1.0
Si,no,para,1,6,0.16666666666666666
no,para,que,1,1,1.0
para,que,Mily,1,1,1.0
que,Mily,pueda,1,1,1.0
Mily,pueda,sacar,1,1,1.0
pueda,sacar,una,1,1,1.0
sacar,una,pofavo,1,1,1.0
una,pofavo,</s>,1,1,1.0
Es,que,yo,1,12,0.08333333333333333
que,yo,también,1,3,0.3333333333333333
yo,también,ya,1,1,1.0
también,ya,me,1,2,0.5
ya,me,acabe,1,2,0.5
me,acabe,la,1,1,1.0
acabe,la,mía,1,1,1.0
la,mía,jajajaj,1,1,1.0
mía,jajajaj,</s>,1,1,1.0
Si,Citlalli,lo,1,6,0.16666666666666666
Citlalli,lo,más,1,1,1.0
más,seguro,</s>,1,3,0.3333333333333333
Creo,que,son,1,2,0.5
que,son,6,1,1,1.0
son,6,meses,1,1,1.0
6,meses,máximo,1,1,1.0
meses,máximo,</s>,1,1,1.0
máximo,</s>,<s>,1,1,1.0
</s>,<s>,Citlalli,1,395,0.002531645569620253
<s>,Citlalli,creo,1,1,1.0
Citlalli,creo,que,1,1,1.0
creo,que,se,1,6,0.16666666666666666
que,se,acuerda,1,4,0.25
se,acuerda,más,1,1,1.0
acuerda,más,que,1,1,1.0
más,que,yo,1,1,1.0
que,yo,jajajaja,1,3,0.3333333333333333
yo,jajajaja,</s>,1,1,1.0
<s>,Mily,te,1,2,0.5
Mily,te,vi,1,1,1.0
te,vi,en,1,1,1.0
vi,en,el,1,1,1.0
en,el,metro,1,5,0.2
el,metro,JAJAAJA,1,1,1.0
metro,JAJAAJA,</s>,1,1,1.0
JAJAAJA,</s>,<s>,1,1,1.0
</s>,<s>,Bajaste,1,395,0.002531645569620253
<s>,Bajaste,donde,1,1,1.0
Bajaste,donde,yo,1,1,1.0
donde,yo,entre,1,1,1.0
yo,entre,jaajaja,1,1,1.0
entre,jaajaja,</s>,1,1,1.0
jaajaja,</s>,<s>,1,1,1.0
<s>,Si,si,1,69,0.014492753623188406
Si,si,vi,1,1,1.0
si,vi,Mily,1,1,1.0
vi,Mily,jajajaja,1,1,1.0
Mily,jajajaja,</s>,1,1,1.0
<s>,Si,gracias,1,69,0.014492753623188406
Si,gracias,Mily,1,1,1.0
gracias,Mily,🫶,1,6,0.16666666666666666
Mily,🫶,</s>,1,1,1.0
Que,bueno,Citlalli,1,3,0.3333333333333333
bueno,Citlalli,que,1,1,1.0
Citlalli,que,todo,1,1,1.0
que,todo,va,1,1,1.0
todo,va,bien,1,1,1.0
va,bien,🫰,1,1,1.0
bien,🫰,</s>,1,1,1.0
<s>,Para,poder,1,5,0.2
Para,poder,ver,1,1,1.0
poder,ver,la,1,1,1.0
ver,la,parte,1,1,1.0
la,parte,que,1,1,1.0
parte,que,ladra,1,1,1.0
que,ladra,JAJAJAJAJA,1,1,1.0
ladra,JAJAJAJAJA,</s>,1,1,1.0
JAJAJAJAJA,</s>,<s>,1,1,1.0
<s>,Oye,Citlalli,1,2,0.5
Oye,Citlalli,como,1,1,1.0
Citlalli,como,se,1,1,1.0
como,se,llama,1,2,0.5
se,llama,la,1,1,1.0
llama,la,pagina,1,1,1.0
la,pagina,que,1,1,1.0
pagina,que,usabas,1,1,1.0
que,usabas,para,1,2,0.5
usabas,para,el,1,1,1.0
para,el,mapa,1,3,0.3333333333333333
el,mapa,que,1,1,1.0
mapa,que,no,1,1,1.0
que,no,necesitaba,1,13,0.07692307692307693
no,necesitaba,api,1,1,1.0
necesitaba,api,key,1,1,1.0
es,que,dice,1,12,0.08333333333333333
que,dice,que,1,1,1.0
dice,que,los,1,2,0.5
que,los,creditos,1,1,1.0
los,creditos,duran,1,1,1.0
creditos,duran,90,1,1,1.0
duran,90,dias,1,1,1.0
90,dias,</s>,1,1,1.0
dias,</s>,<s>,1,1,1.0
</s>,<s>,Mmm,1,395,0.002531645569620253
<s>,Mmm,es,1,1,1.0
Mmm,es,que,1,1,1.0
no,me,convence,1,2,0.5
me,convence,ya,1,1,1.0
convence,ya,tanto,1,1,1.0
ya,tanto,usar,1,1,1.0
tanto,usar,Google,1,1,1.0
usar,Google,Citlalli,1,1,1.0
Google,Citlalli,</s>,1,1,1.0
<s>,Porque,lo,1,8,0.125
Porque,lo,más,1,1,1.0
es,que,este,1,12,0.08333333333333333
que,este,si,1,1,1.0
este,si,nos,1,1,1.0
si,nos,cueste,1,1,1.0
nos,cueste,</s>,1,1,1.0
cueste,</s>,<s>,1,1,1.0
Por,eso,quiero,1,2,0.5
eso,quiero,intentar,1,1,1.0
quiero,intentar,con,1,1,1.0
intentar,con,el,1,1,1.0
con,el,que,1,2,0.5
el,que,usabas,1,1,1.0
que,usabas,</s>,1,2,0.5
usabas,</s>,<s>,1,1,1.0
<s>,Solo,</s>,1,3,0.3333333333333333
Solo,</s>,<s>,1,1,1.0
<s>,Gracias,Citlalli,1,3,0.3333333333333333
Gracias,Citlalli,</s>,1,1,1.0
<s>,Solo,es,1,3,0.3333333333333333
Solo,es,para,1,1,1.0
es,para,probar,1,1,1.0
para,probar,Citlalli,1,3,0.3333333333333333
probar,Citlalli,</s>,1,1,1.0
</s>,<s>,Porqie,1,395,0.002531645569620253
<s>,Porqie,necesito,1,1,1.0
Porqie,necesito,probar,1,1,1.0
necesito,probar,el,1,1,1.0
probar,el,back,1,1,1.0
el,back,antes,1,2,0.5
back,antes,de,1,1,1.0
antes,de,usar,1,1,1.0
de,usar,la,1,1,1.0
usar,la,api,1,1,1.0
la,api,key,1,1,1.0
<s>,La,api,1,2,0.5
La,api,key,1,1,1.0
api,key,va,1,3,0.3333333333333333
key,va,en,1,1,1.0
va,en,el,1,1,1.0
en,el,front,1,5,0.2
el,front,</s>,1,1,1.0
front,</s>,<s>,1,1,1.0
<s>,Chicas,hoy,1,6,0.16666666666666666
Chicas,hoy,llegaron,1,1,1.0
hoy,llegaron,temprano?,1,1,1.0
llegaron,temprano?,</s>,1,1,1.0
temprano?,</s>,<s>,1,1,1.0
Es,que,ya,1,12,0.08333333333333333
que,ya,tengo,1,3,0.3333333333333333
ya,tengo,la,1,3,0.3333333333333333
tengo,la,información,1,1,1.0
la,información,del,1,2,0.5
información,del,de,1,1,1.0
del,de,seguimiento,1,1,1.0
</s>,<s>,Resulta,1,395,0.002531645569620253
<s>,Resulta,que,1,1,1.0
Resulta,que,no,1,1,1.0
no,hay,reuniones,1,2,0.5
hay,reuniones,</s>,1,1,1.0
reuniones,</s>,<s>,1,1,1.0
<s>,Porque,esta,1,8,0.125
Porque,esta,muy,1,1,1.0
<s>,Que,todo,1,6,0.16666666666666666
Que,todo,será,1,1,1.0
todo,será,por,1,1,1.0
será,por,una,1,1,1.0
por,una,plataforma,1,1,1.0
una,plataforma,</s>,1,1,1.0
plataforma,</s>,<s>,1,1,1.0
<s>,Solo,será,1,3,0.3333333333333333
Solo,será,firmar,1,1,1.0
será,firmar,la,1,1,1.0
firmar,la,calificación,1,1,1.0
la,calificación,final,1,1,1.0
calificación,final,</s>,1,1,1.0
final,</s>,<s>,1,1,1.0
<s>,Pero,les,1,13,0.07692307692307693
Pero,les,iba,1,1,1.0
les,iba,a,1,1,1.0
iba,a,decir,1,3,0.3333333333333333
a,decir,que,1,1,1.0
decir,que,si,1,1,1.0
que,si,pueden,1,9,0.1111111111111111
si,pueden,buscarlo,1,1,1.0
pueden,buscarlo,en,1,1,1.0
buscarlo,en,la,1,1,1.0
en,la,tarde,1,13,0.07692307692307693
la,tarde,pofavo,1,2,0.5
tarde,pofavo,</s>,1,1,1.0
<s>,Para,dejar,1,5,0.2
Para,dejar,nuestros,1,1,1.0
dejar,nuestros,datos,1,1,1.0
nuestros,datos,de,1,1,1.0
datos,de,contacto,1,1,1.0
de,contacto,</s>,1,1,1.0
contacto,</s>,<s>,1,1,1.0
<s>,Porque,ahorita,1,8,0.125
Porque,ahorita,que,1,1,1.0
ahorita,que,fui,1,1,1.0
Gracias,Mily,</s>,1,2,0.5
Si,Mily,también,1,2,0.5
Mily,también,hace,1,1,1.0
también,hace,rato,1,1,1.0
hace,rato,que,1,1,1.0
rato,que,fui,1,1,1.0
<s>,Ah,pipipi,1,4,0.25
Ah,pipipi,</s>,1,1,1.0
<s>,Pues,voy,1,13,0.07692307692307693
Pues,voy,a,1,1,1.0
voy,a,darme,1,2,0.5
a,darme,mis,1,1,1.0
darme,mis,vueltas,1,1,1.0
mis,vueltas,Mily,1,1,1.0
vueltas,Mily,</s>,1,1,1.0
ver,si,lo,1,2,0.5
si,lo,llego,1,1,1.0
lo,llego,a,1,1,1.0
llego,a,ver,1,1,1.0
a,ver,</s>,1,2,0.5
ver,</s>,<s>,1,1,1.0
Si,Citlalli,es,1,6,0.16666666666666666
Citlalli,es,muy,1,1,1.0
es,muy,raro,1,1,1.0
muy,raro,verlo,1,1,1.0
raro,verlo,</s>,1,1,1.0
verlo,</s>,<s>,1,1,1.0
</s>,<s>,JAJAJAJAJAJA,1,395,0.002531645569620253
<s>,JAJAJAJAJAJA,</s>,1,1,1.0
JAJAJAJAJAJA,</s>,<s>,1,1,1.0
<s>,No,bueno,1,10,0.1
No,bueno,jajaja,1,1,1.0
bueno,jajaja,</s>,1,1,1.0
<s>,No,hasta,1,10,0.1
No,hasta,eso,1,1,1.0
hasta,eso,no,1,2,0.5
eso,no,Mily,1,1,1.0
No,pues,con,1,2,0.5
pues,con,razón,1,1,1.0
con,razón,nunca,1,1,1.0
razón,nunca,te,1,1,1.0
nunca,te,la,1,1,1.0
te,la,pierdes,1,1,1.0
la,pierdes,😂,1,1,1.0
pierdes,😂,</s>,1,1,1.0
</s>,<s>,Dime,1,395,0.002531645569620253
<s>,Dime,bonita,1,1,1.0
Dime,bonita,</s>,1,1,1.0
<s>,Ay,no,1,2,0.5
Ay,no,mimi,1,1,1.0
</s>,<s>,Estuvo,1,395,0.002531645569620253
<s>,Estuvo,feo?,1,1,1.0
Estuvo,feo?,</s>,1,1,1.0
feo?,</s>,<s>,1,1,1.0
<s>,En,donde,1,2,0.5
En,donde,fue,1,1,1.0
donde,fue,bonita?,1,1,1.0
fue,bonita?,</s>,1,1,1.0
al,menos,mimi,1,5,0.2
menos,mimi,</s>,1,1,1.0
</s>,<s>,Iba,1,395,0.002531645569620253
<s>,Iba,contigo?,1,1,1.0
Iba,contigo?,</s>,1,1,1.0
contigo?,</s>,<s>,1,1,1.0
</s>,<s>,Hijoles,1,395,0.002531645569620253
<s>,Hijoles,</s>,1,1,1.0
Hijoles,</s>,<s>,1,1,1.0
</s>,<s>,Siguen,1,395,0.002531645569620253
<s>,Siguen,ahí?,1,1,1.0
Siguen,ahí?,</s>,1,1,1.0
ahí?,</s>,<s>,1,1,1.0
<s>,Entonces,otra,1,4,0.25
Entonces,otra,vez,1,1,1.0
otra,vez,nos,1,3,0.3333333333333333
vez,nos,quedaremos,1,1,1.0
nos,quedaremos,sin,1,1,1.0
quedaremos,sin,carro,1,1,1.0
sin,carro,</s>,1,1,1.0
carro,</s>,<s>,1,1,1.0
al,menos,están,1,5,0.2
menos,están,bien,1,1,1.0
bien,mimi,❤‍🩹,1,9,0.1111111111111111
mimi,❤‍🩹,</s>,1,1,1.0
<s>,Si,pues,1,69,0.014492753623188406
Si,pues,lo,1,1,1.0
pues,lo,más,1,1,1.0
que,si,bonita,1,9,0.1111111111111111
si,bonita,</s>,1,1,1.0
Y,ya,que,1,2,0.5
ya,que,vamos,1,1,1.0
que,vamos,a,1,1,1.0
vamos,a,regresar,1,1,1.0
a,regresar,a,1,1,1.0
regresar,a,la,1,1,1.0
a,la,escuela,1,3,0.3333333333333333
Si,mimi,lo,1,26,0.038461538461538464
mimi,lo,bueno,1,1,1.0
lo,bueno,es,1,1,1.0
que,no,fue,1,13,0.07692307692307693
no,fue,nada,1,1,1.0
fue,nada,grave,1,1,1.0
nada,grave,❤‍🩹,1,1,1.0
grave,❤‍🩹,</s>,1,1,1.0
Es,que,es,1,12,0.08333333333333333
que,es,con,1,3,0.3333333333333333
es,con,la,1,1,1.0
con,la,Q,1,1,1.0
la,Q,</s>,1,1,1.0
Q,</s>,<s>,1,1,1.0
<s>,Así,también,1,2,0.5
Así,también,es,1,1,1.0
también,es,el,1,1,1.0
es,el,de,1,1,1.0
el,de,mi,1,2,0.5
de,mi,laptop,1,4,0.25
mi,laptop,</s>,1,1,1.0
laptop,</s>,<s>,1,1,1.0
Si,mimi,es,1,26,0.038461538461538464
mimi,es,que,1,1,1.0
no,se,porque,1,2,0.5
se,porque,algunos,1,1,1.0
porque,algunos,son,1,1,1.0
algunos,son,"así,",1,1,1.0
son,"así,",a,1,1,1.0
"así,",a,mi,1,1,1.0
a,mi,también,1,3,0.3333333333333333
mi,también,me,1,1,1.0
también,me,costó,1,1,1.0
me,costó,jajaja,1,1,1.0
costó,jajaja,</s>,1,1,1.0
<s>,No,creo,1,10,0.1
No,creo,mimi,1,1,1.0
creo,mimi,</s>,1,1,1.0
Si,no,también,1,6,0.16666666666666666
no,también,se,1,1,1.0
también,se,puede,1,1,1.0
se,puede,con,1,1,1.0
puede,con,Bluetooth,1,1,1.0
con,Bluetooth,</s>,1,1,1.0
lo,checo,</s>,1,2,0.5
checo,</s>,<s>,1,1,1.0
</s>,<s>,Mmmm,1,395,0.002531645569620253
<s>,Mmmm,</s>,1,1,1.0
Mmmm,</s>,<s>,1,1,1.0
A,ver,pon,1,3,0.3333333333333333
ver,pon,el,1,1,1.0
pon,el,mouse,1,1,1.0
el,mouse,en,1,1,1.0
mouse,en,Bluetooth,1,1,1.0
en,Bluetooth,</s>,1,1,1.0
<s>,Y,ve,1,10,0.1
Y,ve,en,1,1,1.0
ve,en,tu,1,1,1.0
en,tu,computadora,1,2,0.5
tu,computadora,que,1,1,1.0
computadora,que,dispositivos,1,1,1.0
que,dispositivos,te,1,1,1.0
dispositivos,te,aparecen,1,1,1.0
te,aparecen,</s>,1,1,1.0
aparecen,</s>,<s>,1,1,1.0
</s>,<s>,Dale,1,395,0.002531645569620253
<s>,Dale,</s>,1,1,1.0
Dale,</s>,<s>,1,1,1.0
</s>,<s>,en,1,395,0.002531645569620253
<s>,en,agregar,1,1,1.0
en,agregar,dispositivo,1,1,1.0
agregar,dispositivo,</s>,1,1,1.0
dispositivo,</s>,<s>,1,1,1.0
Pues,si,mimi,1,2,0.5
lo,checo,yo,1,2,0.5
checo,yo,</s>,1,1,1.0
yo,</s>,<s>,1,1,1.0
nada,mimi,💖,1,3,0.3333333333333333
Si,mimi,desde,1,26,0.038461538461538464
mimi,desde,las,1,1,1.0
desde,las,9,1,1,1.0
las,9,</s>,1,1,1.0
9,</s>,<s>,1,1,1.0
Si,mimi,con,1,26,0.038461538461538464
mimi,con,cuidado,1,1,1.0
con,cuidado,💖,1,1,1.0
cuidado,💖,</s>,1,1,1.0
<s>,Al,rato,1,2,0.5
Al,rato,me,1,1,1.0
rato,me,cuentas,1,2,0.5
me,cuentas,bien,1,1,1.0
cuentas,bien,bonita,1,1,1.0
<s>,Ya,va,1,12,0.08333333333333333
Ya,va,a,1,1,1.0
va,a,empezar,1,1,1.0
a,empezar,mi,1,1,1.0
empezar,mi,examen,1,1,1.0
mi,examen,</s>,1,1,1.0
examen,</s>,<s>,1,1,1.0
A,las,11:15,1,3,0.3333333333333333
las,11:15,</s>,1,1,1.0
11:15,</s>,<s>,1,1,1.0
A,las,9:45,1,3,0.3333333333333333
las,9:45,mim8,1,1,1.0
9:45,mim8,</s>,1,1,1.0
mim8,</s>,<s>,1,1,1.0
</s>,<s>,Cuando,1,395,0.002531645569620253
<s>,Cuando,salí,1,1,1.0
Cuando,salí,no,1,1,1.0
salí,no,</s>,1,1,1.0
Mimi,me,duele,1,2,0.5
me,duele,mucho,1,1,1.0
duele,mucho,mi,1,1,1.0
mucho,mi,oído,1,1,1.0
mi,oído,</s>,1,1,1.0
oído,</s>,<s>,1,1,1.0
No,mimi,no,1,3,0.3333333333333333
mimi,no,traigo,1,1,1.0
no,traigo,</s>,1,1,1.0
traigo,</s>,<s>,1,1,1.0
<s>,Me,duele,1,4,0.25
Me,duele,mimi,1,1,1.0
duele,mimi,</s>,1,1,1.0
</s>,<s>,Desde,1,395,0.002531645569620253
<s>,Desde,varios,1,1,1.0
Desde,varios,días,1,1,1.0
varios,días,</s>,1,1,1.0
días,</s>,<s>,1,1,1.0
<s>,Pero,ahora,1,13,0.07692307692307693
Pero,ahora,si,1,1,1.0
ahora,si,ya,1,2,0.5
si,ya,no,1,1,1.0
ya,no,lo,1,5,0.2
no,lo,aguanto,1,1,1.0
lo,aguanto,</s>,1,1,1.0
aguanto,</s>,<s>,1,1,1.0
<s>,Porque,pensé,1,8,0.125
Porque,pensé,que,1,1,1.0
pensé,que,se,1,2,0.5
que,se,iba,1,4,0.25
se,iba,a,1,1,1.0
iba,a,quitar,1,3,0.3333333333333333
a,quitar,</s>,1,1,1.0
quitar,</s>,<s>,1,1,1.0
<s>,A,la,1,7,0.14285714285714285
A,la,1:30,1,1,1.0
la,1:30,</s>,1,1,1.0
<s>,Pues,al,1,13,0.07692307692307693
Pues,al,menos,1,1,1.0
menos,ya,no,1,2,0.5
ya,no,falta,1,5,0.2
no,falta,tanto,1,1,1.0
falta,tanto,mimi,1,1,1.0
tanto,mimi,</s>,1,1,1.0
Creo,que,hay,1,2,0.5
que,hay,doctor,1,1,1.0
hay,doctor,</s>,1,1,1.0
doctor,</s>,<s>,1,1,1.0
<s>,Pero,paso?,1,13,0.07692307692307693
Pero,paso?,</s>,1,1,1.0
paso?,</s>,<s>,1,1,1.0
Si,no,ya,1,6,0.16666666666666666
no,ya,en,1,1,1.0
ya,en,un,1,1,1.0
en,un,rato,1,1,1.0
un,rato,me,1,1,1.0
rato,me,voy,1,2,0.5
me,voy,a,1,1,1.0
voy,a,la,1,2,0.5
a,la,casa,1,3,0.3333333333333333
que,no,sé,1,13,0.07692307692307693
